NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
"Hallelujah: Leonard Cohen, a Journey, a Song",,2021,PG-13PG-131h 55m,7.3/10,99,"4,638",DocumentaryBiographyMusic,"This feature-length documentary explores the life of singer-songwriter Leonard Cohen as seen through the prism of his internationally renowned hymn, Hallelujah.",Daniel Geller,DirectorsDaniel GellerDayna GoldfineWritersDaniel GellerDayna GoldfineStarsLeonard CohenNancy BacalSteve Berkowitz,4,21 69
Roadrunner: A Film About Anthony Bourdain,,2021,RR1h 59m,7.7/10,6.3K,,Documentary,"A documentary about Anthony Bourdain and his career as a chef, writer and host, revered and renowned for his authentic approach to food, culture and travel.",Morgan Neville,StarsAsia Argento(archive footage)Anthony Bourdain(archive footage)Ariane Bourdain(archive footage),,
Val,,2021,RR1h 49m,7.6/10,12K,,DocumentaryBiography,Documentary centering on the daily life of actor Val Kilmer featuring never-before-seen footage spanning 40 years.,Ting Poo,DirectorsTing PooLeo ScottStarsVal KilmerJack KilmerMercedes Kilmer,240,63 73
Night Stalker: The Hunt for a Serial Killer,,2021,TV Mini SeriesTV-MATV-MA3h 9m,7.5/10,25K,"2,507",DocumentaryCrimeMystery,This limited docu-series tells the true story of how one of the most notorious serial killers in American history was hunted down and brought to justice.,Paul Skolnick,StarsPaul SkolnickGil CarrilloFrank Salerno,,
Ennio,,2021,2h 36m,8.4/10,1.7K,,DocumentaryBiographyMusic,A documentary on the legendary film composer Ennio Morricone.,Giuseppe Tornatore,WriterGiuseppe TornatoreStarsClint EastwoodQuentin TarantinoOliver Stone,16,37 69
Attack on Pearl Harbor - Minute by Minute,,2021,TV Mini Series1h,7.4/10,113,"2,688",DocumentaryHistory,"Ahead of the 80th Anniversary of the deadly Japanese aerial attack on Pearl Harbor, this documentary provides a detailed account of events - from planning to the aftermath.",Russell Boulter,StarsRussell BoulterJonathan ParshallLaura Lawfer Orr,,
House of Secrets: The Burari Deaths,,2021,TV Mini SeriesTV-MATV-MA2h 15m,7.4/10,10K,"2,725",DocumentaryCrimeHistory,"Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",Leena Yadav,CreatorLeena YadavStarsManoj KumarNaresh BhatiaVishal Anand,,
14 Peaks: Nothing Is Impossible,,2021,TV-MATV-MA1h 41m,7.7/10,24K,,DocumentaryAdventureSport,"Fearless Nepali mountaineer Nirmal Purja embarks on a seemingly impossible quest to summit all 14 of the world's 8,000-meter peaks in seven months.",Torquil Jones,WritersGabriel ClarkeTorquil JonesStarsNirmal PurjaSuchi PurjaKlára Kolouchová,224,37 68
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,2021,PG-13PG-131h 58m,8.0/10,11K,,DocumentaryMusic,Documentary about the legendary 1969 Harlem Cultural Festival which celebrated African-American music and culture and promoted Black pride and unity.,Questlove,StarsDorinda DrakeBarbara Bland-AcostaDarryl Lewis,89,124 96
Đêm Trước Ở Soho,Last Night in Soho,2021,RR1h 56m,7.1/10,117K,30,DramaHorrorMystery,An aspiring fashion designer is mysteriously able to enter the 1960s where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.,Edgar Wright,WritersEdgar Wright(story by)Krysty Wilson-Cairns(screenplay by)StarsThomasin McKenzieAnya Taylor-JoyMatt Smith,955,451 65
Già,Old,2021,PG-13PG-131h 48m,5.8/10,111K,103,DramaHorrorMystery,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.",M. Night Shyamalan,"WritersM. Night Shyamalan(written for the screen by)Pierre-Oscar Lévy(based on the graphic novel ""Sandcastle"" by)Frederik Peeters(based on the graphic novel ""Sandcastle"" by)StarsGael García BernalVicky KriepsRufus Sewell",1.9K,318 55
Pleasure,,2021,Not RatedNot Rated1h 49m,6.3/10,13K,116,Drama,"Bella Cherry arrives in Los Angeles with dreams of becoming an adult film star, but she soon learns that fame won't come easy as she harnesses her ambition and cunning to rise to the top of this mesmerizing and singular world.",Ninja Thyberg,WritersNinja Thyberg(screenplay by)Peter ModestijStarsSofia KappelZelda MorrisonEvelyn Claire,72,112 75
Operation Mincemeat,,2021,PG-13PG-132h 8m,6.6/10,19K,130,DramaWar,"During WWII, two intelligence officers use a corpse and false papers to outwit German troops.",John Madden,WritersMichelle Ashford(screenplay)Ben Macintyre(book)StarsColin FirthMatthew MacfadyenKelly Macdonald,237,105 65
Sức Mạnh Của Loài Chó,The Power of the Dog,2021,C16C162h 6m,6.8/10,165K,277,DramaRomanceWestern,"Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",Jane Campion,WritersJane CampionThomas Savage(based on the novel by)StarsBenedict CumberbatchKirsten DunstJesse Plemons,1.6K,318 89
Lọ Lem Thời Đại,Cinderella,2021,PGPG1h 53m,4.2/10,41K,"1,190",ComedyFamilyFantasy,"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",Kay Cannon,WriterKay Cannon(written for the screen by)StarsCamila CabelloBilly PorterNicholas Galitzine,2.1K,106 41
Hiệp Sĩ Xanh,The Green Knight,2021,RR2h 10m,6.6/10,95K,534,AdventureDramaFantasy,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,David Lowery,WritersDavid Lowery(written for the screen by)The Gawain Poet(based on the poem by)StarsDev PatelAlicia VikanderJoel Edgerton,1.8K,251 85
Thám Hiểm Rừng Xanh,Jungle Cruise,2021,PG-13PG-132h 7m,6.6/10,181K,602,ActionAdventureComedy,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,Jaume Collet-Serra,WritersMichael Green(screenplay by)Glenn Ficarra(screenplay by)John Requa(screenplay by)StarsDwayne JohnsonEmily BluntEdgar Ramírez,1.2K,283 50
Cừu Non,Lamb,2021,RR1h 46m,6.3/10,25K,605,DramaFantasyHorror,A childless couple discovers a mysterious newborn on their farm in Iceland.,Valdimar Jóhannsson,WritersSjónValdimar JóhannssonStarsNoomi RapaceHilmir Snær GuðnasonBjörn Hlynur Haraldsson,286,200 68
De uskyldige,,2021,1h 57m,7.0/10,8.5K,753,DramaFantasyHorror,"During the bright Nordic summer, a group of children reveal their dark and mysterious powers when the adults aren't looking. In this original and gripping supernatural thriller, playtime takes a dangerous turn.",Eskil Vogt,WriterEskil VogtStarsRakel Lenora FløttumAlva Brynsmo RamstadSam Ashraf,99,135 79
The Drover's Wife: The Legend of Molly Johnson,,2021,1h 49m,6.3/10,468,895,DramaHistoryThriller,A lonely bushwoman struggles to raise her children and run the family farm while her husband is away.,Leah Purcell,WriterLeah PurcellStarsLeah PurcellRob CollinsSam Reid,15,23 63
Cuộc Khai Quật,The Dig,2021,C16C161h 52m,7.1/10,73K,"2,523",BiographyDramaHistory,An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,Simon Stone,WritersMoira Buffini(screenplay by)John Preston(based on the novel by)StarsCarey MulliganRalph FiennesLily James,535,326 73
The Bombardment,,2021,TV-MATV-MA1h 47m,7.3/10,9.6K,"3,004",DramaHistoryWar,The fates of several Copenhagen residents collide when a WWII bombing mission accidentally targets a school full of children.,Ole Bornedal,WriterOle BornedalStarsAlex Høgh AndersenDanica CurcicCaspar Phillipson,,
Illusions perdues,,2021,2h 29m,7.4/10,3.1K,"3,039",DramaHistoryRomance,Story of the rise and the fall of a young man in Paris who dreamed to be a writer and became a journalist.,Xavier Giannoli,WritersJacques Fieschi(adaptation)Xavier Giannoli(adaptation)Yves Stavrides(collaboration)StarsBenjamin VoisinCécile de FranceVincent Lacoste,13,49 81
Lansky,,2021,RR1h 59m,6.3/10,7.5K,"3,158",BiographyCrimeDrama,"When the aging Meyer Lansky is investigated by the Feds, who suspect he has stashed away millions of dollars over half a century, the retired gangster reveals the untold truth about his life as the boss of the National Crime Syndicate.",Eytan Rockaway,WritersEytan Rockaway(story by)Robert Rockaway(story by)StarsHarvey KeitelSam WorthingtonJohn Magaro,91,33 45
Utvandrarna,,2021,2h 28m,6.7/10,1.2K,"3,329",DramaHistory,Based on the book by Vilhelm Moberg (published in 1949) depicting a few people emigrating from Sweden to the United States in the 1840 - early 1850.,Erik Poppe,WritersAnna Bache-WiigVilhelm Moberg(novel)Siv Rajendram EliassenStarsGustaf SkarsgårdSofia HelinDíana Bermudez,,
Délicieux,,2021,1h 52m,6.9/10,2.5K,"3,431",ComedyDramaHistory,"France, 1789, just before the Revolution. With the help of a surprising young woman, a chef who has been sacked by his master finds the strength to free himself from his position as a servant and opens the first restaurant.",Éric Besnard,WritersÉric Besnard(original scenario)Nicolas Boukhrief(original scenario)StarsGrégory GadeboisIsabelle CarréBenjamin Lavernhe,,
The Lady of Heaven,,2021,RR2h 21m,5.7/10,12K,"4,008",ActionDramaHistory,"Two stories separated by 1400 years. After losing his mother in the midst of a war-torn country, an Iraqi child, learns the importance and power of patience by discovering the historical story of Lady Fatima and her suffering.",Eli King,WriterSheikh Al-HabibStarsDenise BlackGabriel CartadeRay Fearon,1.5K,8 41
Eiffel,,2021,RR1h 48m,6.2/10,4K,"4,241",BiographyDramaHistory,"The government is asking Eiffel to design something spectacular for the 1889 Paris World Fair, but Eiffel simply wants to design the subway. Suddenly, everything changes when Eiffel crosses paths with a mysterious woman from Arun's past.",Martin Bourboulon,WritersCaroline Bongrand(original screenplay)Thomas Bidegain(adaptation)Natalie Carter(adaptation)StarsRomain DurisEmma MackeyPierre Deladonchamps,22,47 46
Điện Thoại Đen,The Black Phone,2021,C18C181h 43m,7.1/10,47K,3,HorrorThriller,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.",Scott Derrickson,WritersJoe Hill(based on the short story 'The Black Phone' by)Scott Derrickson(screenplay by)C. Robert Cargill(screenplay by)StarsMason ThamesMadeleine McGrawEthan Hawke,757,231 65
Phố Fear Phần 1: 1994,Fear Street: 1994,2021,C18C181h 47m,6.2/10,77K,342,DramaHorrorMystery,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,Leigh Janiak,WritersR.L. Stine(based upon the Fear Street books by)Kyle Killen(story by)Phil Graziadei(story by)StarsKiana MadeiraOlivia Scott WelchBenjamin Flores Jr.,927,175 67
Ku bei,,2021,TV-MATV-MA1h 39m,6.5/10,8.5K,386,Horror,"A young couple trying to reunite amid a city ravaged by a plague that turns its victims into deranged, bloodthirsty sadists.",Rob Jabbaz,WriterRob JabbazStarsBerant ZhuRegina LeiYing-Ru Chen,144,124 68
Phố Fear Phần 2: 1978,Fear Street: 1978,2021,C18C181h 49m,6.7/10,61K,397,DramaHorrorMystery,"Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.",Leigh Janiak,WritersZak Olkewicz(screenplay by)Leigh Janiak(screenplay by)Phil Graziadei(story by)StarsSadie SinkEmily RuddRyan Simpkins,394,159 61
Sát Nhân Trong Gương,Candyman,2021,RR1h 31m,5.9/10,60K,609,HorrorThriller,A sequel to the horror film Sát Nhân Trong Gương (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.,Nia DaCosta,WritersJordan Peele(screenplay by)Win Rosenfeld(screenplay by)Nia DaCosta(screenplay by)StarsYahya Abdul-Mateen IITeyonah ParrisNathan Stewart-Jarrett,1K,284 72
Halloween Kills,,2021,RR1h 45m,5.5/10,75K,790,HorrorThriller,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror after they discover that he is still alive.,David Gordon Green,WritersJohn Carpenter(based on characters created by)Debra Hill(based on characters created by)Scott TeemsStarsJamie Lee CurtisJudy GreerAndi Matichak,1.9K,322 42
Mlungu Wam,,2021,1h 32m,5.2/10,188,924,Horror,"An eerie psychological thriller about Tsidi, who is forced to moved in with her estranged mother, a live-in domestic worker caring obsessively for her catatonic white 'Madam' in the wealthy Cape Town suburbs. But as Tsidi tries to heal her family, the 'spectre' of 'Madam' begins to stir.",Jenna Cato Bass,WritersBabalwa BaartmanJenna Cato BassChumisa CosaStarsChumisa CosaNosipho MtebeKamvalethu Jonas Raziya,5,34 59
Hiện Thân Tà Ác,Malignant,2021,C18C181h 51m,6.2/10,85K,947,CrimeHorrorMystery,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities.",James Wan,WritersJames Wan(story by)Ingrid Bisu(story by)Akela Cooper(story by)StarsAnnabelle WallisMaddie HassonGeorge Young,2.1K,231 51
Ngã Rẽ Tử Thần: Tộc Săn Người,Wrong Turn,2021,RR1h 49m,5.5/10,30K,"1,060",HorrorThriller,"Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years.",Mike P. Nelson,WriterAlan B. McElroyStarsCharlotte VegaAdain BradleyBill Sage,937,159 46
Titane,,2021,RR1h 48m,6.6/10,42K,"1,078",DramaHorrorSci-Fi,"Following a series of unexplained crimes, a father is reunited with the son who has been missing for 10 years.",Julia Ducournau,WritersJulia DucournauJacques Akchoti(writing consultant)Simonetta Greggio(writing consultant)StarsVincent LindonAgathe RousselleGarance Marillier,314,293 75
Eight for Silver,,2021,RR1h 51m,6.2/10,8.4K,"1,082",FantasyHorrorMystery,"In rural 19th-century France, a mysterious, possibly supernatural menace threatens a small village. John McBride, a pathologist, comes to town to investigate the danger - and exorcise some of his own demons in the process.",Sean Ellis,WriterSean EllisStarsBoyd HolbrookKelly ReillyAlistair Petrie,145,85 62
Căn Phòng Tử Thần: Cái Chết Trở Lại,Escape Room: Tournament of Champions,2021,PG-13PG-131h 28m,5.7/10,42K,"1,154",ActionAdventureHorror,"Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before.",Adam Robitel,WritersWill Honley(screenplay by)Maria Melnik(screenplay by)Daniel Tuch(screenplay by)StarsTaylor RussellLogan MillerDeborah Ann Woll,421,128 48
Ám Ảnh Kinh Hoàng: Ma Xui Quỷ Khiến,The Conjuring: The Devil Made Me Do It,2021,C16C161h 52m,6.3/10,110K,"1,169",HorrorMysteryThriller,The Warrens investigate a murder that may be linked to a demonic possession.,Michael Chaves,WritersDavid Leslie Johnson-McGoldrick(screenplay by)James Wan(story by)Chad Hayes(based on characters created by)StarsPatrick WilsonVera FarmigaRuairi O'Connor,1.3K,279 53
Moxie: Nữ Giới Mạnh Mẽ,Moxie,2021,PG-13PG-131h 51m,6.7/10,25K,"4,707",ComedyDramaMusic,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",Amy Poehler,WritersJennifer Mathieu(based upon the novel by)Tamara Chestna(screenplay by)Dylan Meyer(screenplay by)StarsHadley RobinsonLauren TsaiAlycia Pascual-Pena,281,101 54
Evan Hansen Thân Mến,Dear Evan Hansen,2021,PG-13PG-132h 17m,6.1/10,14K,945,DramaMusical,"Film adaptation of the Tony and Grammy Award-winning musical about Evan Hansen, a high school senior with Social Anxiety disorder and his journey of self-discovery and acceptance following the suicide of a fellow classmate.",Stephen Chbosky,WritersSteven Levenson(screenplay by)Benj Pasek(based on the musical stage play with music and lyrics by)Justin Paul(based on the musical stage play with music and lyrics by)StarsBen PlattJulianne MooreKaitlyn Dever,350,137 39
In the Heights: Giấc Mơ New York,In the Heights,2021,PG-13PG-132h 23m,7.3/10,46K,"1,606",DramaMusicalRomance,"A film version of the Broadway musical in which Usnavi, a sympathetic New York bodega owner, saves every penny every day as he imagines and sings about a better life.",Jon M. Chu,WritersQuiara Alegría Hudes(screenplay by)Lin-Manuel Miranda(based on the musical stage play: music and lyrics by)StarsAnthony RamosCorey HawkinsLeslie Grace,529,227 84
Cyrano,,2021,PG-13PG-132h 3m,6.3/10,9K,"2,153",DramaMusicalRomance,"Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters.",Joe Wright,"WritersErica Schmidt(screenplay by)Edmond Rostand(from ""Cyrano de Bergerac"" by)StarsPeter DinklageHaley BennettKelvin Harrison Jr.",171,176 66
Món Quà Bất Ngờ,Annette,2021,RR2h 21m,6.3/10,19K,"3,146",DramaMusicalRomance,A stand-up comedian and his opera singer wife have a two-year-old daughter with a surprising gift.,Leos Carax,WritersRon Mael(original story by)Russell Mael(original story by)StarsAdam DriverMarion CotillardSimon Helberg,281,236 67
Pony Bé Nhỏ: Thế Hệ Mới,My Little Pony: A New Generation,2021,PGPG1h 30m,6.8/10,3.6K,"4,583",AnimationAdventureComedy,"After the time of the Mane 6, Sunny--a young Earth Pony--and her new Unicorn friend Izzy explore their world and strive to restore Harmony to Equestria.",Robert Cullen,DirectorsRobert CullenJosé Luis UchaMark FattibeneWritersTim Sullivan(screenplay by)Gillian Berrow(screenplay by)Robert Cullen(story by)StarsVanessa Hudgens(voice)Kimiko Glenn(voice)James Marsden(voice),,
The Voyeurs,,2021,RR1h 56m,6.0/10,20K,356,DramaMysteryThriller,"Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite, this will set in motion a chain of events that will lead to disaster.",Michael Mohan,WriterMichael MohanStarsSydney SweeneyJustice SmithBen Hardy,289,49 54
Con Lợn,Pig,2021,RR1h 32m,6.9/10,69K,771,DramaMystery,A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.,Michael Sarnoski,WritersVanessa Block(story by)Michael Sarnoski(story by)StarsNicolas CageAlex WolffAdam Arkin,959,231 82
Jai Bhim,,2021,TV-MATV-MA2h 44m,8.9/10,193K,913,CrimeDramaMystery,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",T.J. Gnanavel,WritersT.J. GnanavelRajendra Sapre(hindi dialogue)StarsSuriyaLijo Mol JoseManikandan K.,,
Từ Khi Có Anh 3,After We Fell,2021,RR1h 38m,4.6/10,13K,694,DramaRomance,"Just as Tessa makes the biggest decision of her life, everything changes. Revelations about her family, and then Hardin's, throw everything they knew before in doubt and makes their hard-won future together more difficult to claim.",Castille Landon,WritersAnna Todd(based on the novel by)Sharon Soboil(screenplay by)StarsJosephine LangfordHero Fiennes TiffinLouise Lombard,,
The Hating Game,,2021,RR1h 42m,6.2/10,14K,843,ComedyRomance,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",Peter Hutchings,WritersChristina Mengert(screenplay by)Sally Thorne(based on the novel by)StarsLucy HaleAustin StowellDamon Daunno,,
Godzilla Đại Chiến Kong,Godzilla vs. Kong,2021,C13C131h 53m,6.3/10,202K,480,ActionSci-FiThriller,The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each other--the fearsome Godzilla and the mighty Kong--with humanity caught in the balance.,Adam Wingard,WritersTerry Rossio(story by)Michael Dougherty(story by)Zach Shields(story by)StarsAlexander SkarsgårdMillie Bobby BrownRebecca Hall,2.1K,367 59
All Too Well: The Short Film,,2021,PG-13PG-1315m,8.4/10,11K,"1,798",ShortDramaMusic,"A young man and woman who fall in love, but slowly drift apart in time. Based on Taylor Swift's song 'All Too Well'.",Taylor Swift,WriterTaylor SwiftStarsSadie SinkDylan O'BrienTaylor Swift,,
Centaurworld,,2021,TV SeriesTV-Y7TV-Y725m,7.6/10,2.1K,"2,893",AnimationShortAdventure,"A hardened war horse transported away from battle finds herself in a land that's inhabited by silly, singing centaurs of all shapes and sizes.",Megan Dong,CreatorMegan DongStarsMegan DongParvesh CheenaChris Diamantopoulos,,
"The Good, the Bart, and the Loki",,2021,TV-PGTV-PG4m,6.1/10,3.6K,,AnimationShortAction,Loki joins forces with Bart Simpson to fight against his toughest opponents in Springfield after he is banished from Asgard yet again.,David Silverman,WritersElisabeth Kiernan AverickJessica ConradJohn FrinkStarsDan Castellaneta(voice)Nancy Cartwright(voice)Yeardley Smith(voice),,
Shadowprowler,,2021,12m,7.3/10,38,,ShortHorror,A teenage boy tries to hide from a sinister figure prowling around the house.,Scott Derrickson,WritersC. Robert CargillDashiell Derrickson(story by)Scott DerricksonStarsDashiell DerricksonAtticus DerricksonAiden Meade,,
Minions & Monsters,,2021,,8.2/10,50,,AnimationShortComedy,"Laundry day goes cosplay when a Minion noob gets a seat at the table of some pro-role-playing gamers. Starting as a punching bag for monsters and punchline for peers, his perseverance unlocks bardacious skills just in time to save the day.",Jed Diffenderfer,DirectorsJed DiffenderferChloé LesueurWriterJed DiffenderferStarPierre Coffin(voice),,
Dubai Presents: A Five-Star Mission,,2021,2m,5.0/10,177,,ShortAction,"Glamour, sophistication, and non-stop action.",Craig Gillespie,WriterCraig GillespieStarsJessica AlbaZac EfronArastoosohrabinya(credit only),,
Tubarão: O Regresso,,2021,44m,7.5/10,270,,ShortActionAdventure,"Two divers are exploring underwater caves when they are attacked by a shark, the head of the maritime police joins forces with a young apprentice and a shark hunter to hunt the shark before it takes hold of the beaches.",Rui Constantino,WriterRui ConstantinoStarsShawn C. PhillipsRui ConstantinoRobinson Cohen,,
Deadpool's Maximum Reactions: Korg and Deadpool,,2021,5m,7.9/10,719,,ShortComedy,Deadpool and Korg react to the trailer for Free Guy.,Ryan Reynolds,StarsRyan ReynoldsTaika Waititi,,
The Novice,,2021,RR1h 37m,6.5/10,4.5K,"4,269",DramaSportThriller,"A college freshman joins her university's rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost.",Lauren Hadaway,WriterLauren HadawayStarsIsabelle FuhrmanAmy ForsythDilone,49,74 85
12 Mighty Orphans,,2021,PG-13PG-131h 58m,6.9/10,4.9K,"4,398",HistorySport,"Haunted by his mysterious past, a devoted high school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.",Ty Roberts,WritersJim Dent(based on the book by)Ty Roberts(screenplay by)Lane Garrison(screenplay by)StarsLuke WilsonVinessa ShawWayne Knight,71,38 44
She Will,,2021,1h 35m,5.5/10,442,437,Thriller,"An aging film star retreats to the Scottish countryside with her nurse to recover from surgery. While there, mysterious forces of revenge emerge from the land where witches were burned.",Charlotte Colbert,WritersKitty PercyCharlotte ColbertStarsAlice KrigeMalcolm McDowellRupert Everett,10,42 74
Without Remorse,,2021,RR1h 49m,5.7/10,57K,"2,107",ActionThrillerWar,"An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.",Stefano Sollima,WritersTaylor Sheridan(screenplay by)Will Staples(screenplay by)Tom Clancy(based on the novel by)StarsMichael B. JordanJodie Turner-SmithJamie Bell,1.7K,165 41
Benediction,,2021,PG-13PG-132h 17m,6.8/10,1.1K,"2,532",BiographyDramaWar,"Legendary 20th Century war poet Siegfried Sassoon's life-long quest for personal salvation through his experiences with family, war, his writing, and destructive relationships goes unresolved, never realizing it can only come from within.",Terence Davies,WriterTerence DaviesStarsTom BlythKate PhillipsSimon Russell Beale,24,71 81
Vực Sâu Thù Hận,The Harder They Fall,2021,C16C162h 19m,6.5/10,60K,804,ActionDramaWestern,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",Jeymes Samuel,WritersJeymes Samuel(screenplay by)Boaz Yakin(screenplay by)StarsJonathan MajorsZazie BeetzRJ Cyler,1K,150 68
Cry Macho,,2021,PG-13PG-131h 44m,5.7/10,25K,"1,451",DramaWestern,"A one-time rodeo star and washed-up horse breeder takes a job to bring a man's young son home and away from his alcoholic mom. On their journey, the horseman finds redemption through teaching the boy what it means to be a good man.",Clint Eastwood,WritersNick Schenk(screenplay by)N. Richard Nash(screenplay by)StarsClint EastwoodDwight YoakamDaniel V. Graulau,641,164 58
The Last Son,,2021,RR1h 36m,4.7/10,1.3K,,ActionAdventureCrime,An outlaw attempts to end his evil family line.,Tim Sutton,WriterGreg JohnsonStarsSam WorthingtonMachine Gun KellyThomas Jane,,
Spirit: Chú Ngựa Bất Kham,Spirit Untamed,2021,PGPG1h 28m,5.5/10,3.6K,,AnimationAdventureComedy,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,Elaine Bogan,DirectorsElaine BoganEnnio TorresanWritersAury Wallington(screenplay by)Kristin Hahn(screenplay by)Katherine Nolfi(additional dialogue by)StarsIsabela Merced(voice)Marsai Martin(voice)Mckenna Grace(voice),79,69 49
Thor: Tình Yêu Và Sấm Sét,Thor: Love and Thunder,2022,C13C131h 58m,6.8/10,117K,1,ActionAdventureComedy,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",Taika Waititi,WritersTaika Waititi(story by)Jennifer Kaytin RobinsonStan Lee(based on the Marvel comics by)StarsChris HemsworthNatalie PortmanChristian Bale,2.3K,268 57
Phi Công Siêu Đẳng Maverick,Top Gun: Maverick,2022,C13C132h 10m,8.6/10,239K,2,ActionDrama,"After more than thirty years of service as one of the Navy's top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him.",Joseph Kosinski,WritersJim Cash(based on characters created by)Jack Epps Jr.(based on characters created by)Peter Craig(story by)StarsTom CruiseJennifer ConnellyMiles Teller,2.8K,354 78
Thế Giới Khủng Long: Lãnh Địa,Jurassic World Dominion,2022,C13C132h 27m,5.8/10,92K,6,ActionAdventureSci-Fi,"Four years after the destruction of Isla Nublar, dinosaurs now live--and hunt--alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures in a new Era.",Colin Trevorrow,WritersEmily Carmichael(screenplay by)Colin Trevorrow(screenplay by)Derek Connolly(story by)StarsChris PrattBryce Dallas HowardLaura Dern,2K,303 38
Phù Thủy Tối Thượng Trong Đa Vũ Trụ Hỗn Loạn,Doctor Strange in the Multiverse of Madness,2022,C13C132h 6m,7.0/10,317K,9,ActionAdventureFantasy,"Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.",Sam Raimi,WritersMichael WaldronStan Lee(Doctor Strange created by)Steve Ditko(Doctor Strange created by)StarsBenedict CumberbatchElizabeth OlsenChiwetel Ejiofor,3.6K,372 60
The Gray Man: Đặc Vụ Vô Hình,The Gray Man,2022,PG-13PG-132h 2m,6.8/10,2.3K,10,ActionThriller,"When the CIA's most skilled operative-whose true identity is known to none-accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.",Anthony Russo,DirectorsAnthony RussoJoe RussoWritersJoe Russo(screenplay by)Christopher Markus(screenplay by)Stephen McFeely(screenplay by)StarsRyan GoslingChris EvansAna de Armas,54,75 51
Cuộc Chiến Đa Vũ Trụ,Everything Everywhere All at Once,2022,C18C182h 19m,8.2/10,153K,11,ActionAdventureComedy,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes connecting with the lives she could have led.",Dan Kwan,DirectorsDan KwanDaniel ScheinertWritersDan KwanDaniel ScheinertStarsMichelle YeohStephanie HsuKe Huy Quan,1.6K,291 81
