NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Glass Onion: A Knives Out Mystery,,2022,PG-13PG-13,,,751,CrimeThriller,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Rian Johnson,WriterRian JohnsonStarsEthan HawkeDaniel CraigJessica Henwick,,
K.G.F: Chapter 2,,2022,Not RatedNot Rated2h 48m,8.4/10,113K,773,ActionCrimeDrama,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",Prashanth Neel,WriterPrashanth Neel(dialogue)StarsYashSanjay DuttRaveena Tandon,,
Emily the Criminal,,2022,1h 33m,7.0/10,281,822,CrimeDramaThriller,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",John Patton Ford,WriterJohn Patton FordStarsAubrey PlazaTheo RossiBernardo Badillo,2,48 75
Batgirl,,2022,,,,842,ActionAdventureCrime,"Based upon the popular DC character, Barbara Gordon dons the guise of Batgirl to fight crime.",Adil El Arbi,DirectorsAdil El ArbiBilall FallahWritersChristina Hodson(screenplay)Carmine Infantino(character)Gardner Fox(character)StarsLeslie GraceJ.K. SimmonsMichael Keaton,,
Girl in the Picture,,2022,TV-MATV-MA1h 41m,7.3/10,8.1K,12,DocumentaryCrimeMystery,"A young mother's mysterious death and her son's subsequent kidnapping blow open a decades-long mystery about the woman's true identity, and the murderous federal fugitive at the center of it all.",Skye Borgman,StarsKaren ParsleyCharles EnglesMerle Bean,,
What Is a Woman?,,2022,1h 35m,8.6/10,19K,107,Documentary,"Political commentator Matt Walsh explores the changing concepts of sex and gender in the digital age, particularly the transgender rights movement, transphobia, and what it means to be a woman.",Justin Folk,StarsMatt WalshGert ComfreyMarci Bowers,,
How to Change Your Mind,,2022,TV Mini SeriesTV-MATV-MA3h 32m,8.2/10,639,189,Documentary,"It showcases what psychedelics teaches people about consciousness, dying, addiction, depression and transcendence.",Michael Pollan,StarsMichael PollanErika GagnonPaul Daley,,
D.B. Cooper: Where Are You?!,,2022,TV Mini SeriesTV-14TV-142h 49m,5.4/10,1.1K,274,DocumentaryCrime,"It follows the 50-year quest to find Cooper, the man who hijacked a Northwest Airlines passenger jet in November 1971 and escaped with $200,000.",Tom Colbert,StarsTom ColbertTom Colbert,,
Unprecedented,,2022,TV Mini SeriesTV-MATV-MA2h 28m,6.0/10,287,356,DocumentaryBiography,"A ground-breaking documentary series with exclusive access to President Donald J. Trump and the First Family as he launches his 2020 re-election campaign, disputes the results of the Presidential election and shakes the foundations of American democracy.",Donald Trump,StarsDonald TrumpDonald Trump Jr.Ivanka Trump,,
Keep Sweet: Pray and Obey,,2022,TV Mini SeriesTV-MATV-MA3h 12m,7.4/10,8.2K,420,DocumentaryCrime,Examines the rise of Warren Jeffs in the Fundamentalist Church of Jesus Christ of Latter-Day Saints and his shocking criminal case.,Mike Watkiss,StarsMike WatkissElissa WallRebecca Musser,,
My Daughter's Killer,,2022,1h 23m,6.9/10,710,486,DocumentaryCrime,A father fights for decades to bring his daughter's killer to justice in France and Germany before taking extreme measures,Antoine Tassin,StarsMarek GajdaRussell MacLeodEmil Petrov,,
2000 Mules,,2022,1h 29m,6.3/10,7.1K,519,Documentary,"A documentary film which claims widespread, coordinated voter fraud in the 2020 election, sufficient to change the overall outcome.",Debbie D'Souza,DirectorsDebbie D'SouzaDinesh D'SouzaBruce SchooleyWritersDebbie D'SouzaDinesh D'Souza(Writer)Bruce SchooleyStarsDinesh D'SouzaCatherine EngelbrechtGregg Phillips,,
Ranveer vs. Wild with Bear Grylls,,2022,TV-14TV-141h 10m,7.1/10,4K,548,Documentary,"Click through this interactive special, helping superstar Ranveer Singh and adventurer Bear Grylls brave the Serbian wilderness to find a rare flower.",James Turner,WriterShantanu SrivastavaStarsRanveer SinghBear GryllsKaran Kapadia,,
Mind Over Murder,,2022,TV Mini SeriesTV-MATV-MA5h 31m,6.5/10,258,515,DocumentaryBiographyCrime,"Chronicles the bizarre and psychologically complex story of six individuals who were convicted for the 1985 murder of a beloved 68- year-old grandmother, Helen Wilson, in Beatrice, Nebraska.",Cara D'Adamo,StarsCara D'AdamoScott WatsonNoah Archibald,,
Những Trò Đùa Ngu Ngốc 4,Jackass Forever,2022,RR1h 36m,6.9/10,39K,"1,547",DocumentaryActionComedy,"After 11 years, the Jackass crew is back for another crusade.",Jeff Tremaine,WritersJason 'Wee Man' Acuña(Writer)Derrick Beckles(concepts by)J.P. Blackmon(concepts by)StarsJohnny KnoxvilleSteve-OChris Pontius,285,112 74
Fire of Love,,2022,PGPG1h 33m,7.8/10,501,"1,570",Documentary,Intrepid scientists and lovers Katia and Maurice Krafft died in a volcanic explosion doing the very thing that brought them together: unraveling the mysteries of volcanoes by capturing the most explosive imagery ever recorded.,Sara Dosa,WritersShane BorisErin CasperJocelyne ChaputStarsMiranda July(voice)Katia Krafft(archive footage)Maurice Krafft(archive footage),4,46 86
Prehistoric Planet,,2022,TV Mini SeriesTV-PGTV-PG3h 23m,8.6/10,6.2K,995,DocumentaryAnimationHistory,"Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas and skies.",David Attenborough,StarDavid Attenborough,,
My Old School,,2022,1h 44m,7.4/10,112,"1,764",DocumentaryDrama,"In 1993, 16-year-old Brandon Lee enrolled at Bearsden Academy, a secondary school in a well-to-do suburb of Glasgow, Scotland. What followed over the next two years became the stuff of legend.",Jono McLeod,WriterJono McLeodStarsAlan CummingLuluDawn Steele,,
Our Father,,2022,TV-MATV-MA1h 37m,6.5/10,9.7K,"1,912",DocumentaryCrime,"After a woman's at-home DNA test reveals multiple half-siblings, she discovers a shocking scheme involving donor sperm and a popular fertility doctor.",Lucie Jourdan,StarsJacoba BallardJulie HarmonMatt White,82,24 43
Captive Audience,,2022,TV Mini SeriesTV-MATV-MA2h 18m,6.8/10,1.3K,"1,155",DocumentaryBiographyCrime,"Follows the life of Steven Stayner and his family, diving into the family's 50-year journey to unravel the tale of two brothers, one deemed a villain and the other a hero.",Todd Eric Andrews,StarsTodd Eric AndrewsKay StaynerAshley Stayner,,
This Much I Know to Be True,,2022,1h 45m,7.9/10,695,"2,263",DocumentaryMusic,"Explores the creative relationship and songs from Nick Cave and Warren Ellis' last two studio albums, ""Ghosteen"" and ""Carnage"".",Andrew Dominik,StarsEarl CaveNick CaveAndrew Dominik,3,23 81
Jeen-yuhs: A Kanye Trilogy,,2022,TV Mini SeriesTV-MATV-MA1h 30m,8.0/10,8.5K,"3,436",DocumentaryMusic,"Follows the life of Kanye West, in an intimate portrait as he builds his way from singer to businessman and becomes a global brand.",Ye,StarsYeKid CudiJustin Bieber,,
Kẻ Lừa Đảo Trên Tinder,The Tinder Swindler,2022,C16C161h 54m,7.2/10,62K,"2,726",DocumentaryCrime,"Posing as a wealthy, jet-setting diamond mogul, he wooed women online, then conned them out of millions of dollars. Now some victims plan for payback.",Felicity Morris,WriterFelicity MorrisStarsSimon Leviev(archive footage)Cecilie FjellhøyKristoffer Kumar(archive footage),,
The Deep End,,2022,TV Mini SeriesTV-14TV-1444m,6.5/10,635,"1,676",Documentary,An arresting and provocative exploration inside the world of one of today's most controversial spiritual teachers and her dedicated followers.,Teal Swan,StarsTeal SwanMolly Monahan,,
Halftime,,2022,TV-MATV-MA1h 35m,6.5/10,3.9K,"3,630",DocumentaryBiographyMusic,Global superstar Jennifer Lopez reflects on her multifaceted career and the pressure of life in the spotlight in this intimate documentary.,Amanda Micheli,DirectorsAmanda MicheliSam Wrench(segment director)StarsJennifer LopezBen AffleckAdam Blackstone,94,19 63
Machine Gun Kelly's Life in Pink,,2022,TV-MATV-MA1h 41m,6.0/10,855,"3,643",DocumentaryMusic,"Pain, passion, and love, get a look into the mind of Machine Gun Kelly.",Sam Cahill,WriterMachine Gun KellyStarsMachine Gun KellyCasie BakerTravis Barker,,
The Last Movie Stars,,2022,,8.5/10,31,"4,144",Documentary,Follows a celebration of Joanne Woodward and Paul Newman's lives.,Ethan Hawke,WriterStewart SternStarsMartin ScorsesePaul NewmanSally Field,,
Gabby Giffords Won't Back Down,,2022,PG-13PG-131h 38m,7.5/10,81,"4,357",Documentary,"Looking at the former congresswoman's courage and perseverance in the aftermath of the 2011 assassination attempt that left her partially paralyzed and with a language impairment, aphasia.",Julie Cohen,DirectorsJulie CohenBetsy WestStarsGabrielle GiffordsMark Kelly,2,15 73
Dreaming Walls,,2022,1h 20m,6.4/10,54,"4,387",Documentary,The end of an long upmarket renovation of the legendary Chelsea Hotel is partly longed for and partly dreaded by the artists who still live there. The film grants us access to their apartments and interweaves the past with the present.,Maya Duverdier,DirectorsMaya DuverdierAmélie van ElmbtWritersMaya DuverdierAmélie van Elmbt,1User review,24 72
McEnroe,,2022,1h 44m,7.7/10,23,"4,675",Documentary,It follows John McEnroe as he finally tells his side of his storied career and performances on the court.,Barney Douglas,WriterBarney DouglasStarsBjörn BorgPeter FlemingChrissie Hynde,,
Moonage Daydream,,2022,2h 20m,7.8/10,69,"4,795",DocumentaryMusic,"A cinematic odyssey exploring David Bowie's creative and musical journey. From visionary filmmaker Brett Morgen, and sanctioned by the Bowie estate.",Brett Morgen,WriterBrett MorgenStarDavid Bowie(archive footage),,
Rich & Shameless,,2022,TV SeriesTV-14TV-1442m,6.0/10,113,"2,216",Documentary,"It tells the stories of fame, fortune and the problems that follow.",Shaquille O'Neal,StarsShaquille O'NealBrooke BurkeJoel Stein,,
Navalny,,2022,RR1h 38m,7.3/10,13K,,DocumentaryBiography,Follows the man who survived an assassination attempt by poisoning with a lethal nerve agent in August 2020. During his months-long recovery he makes shocking discoveries about the attempt on his life and decides to return home.,Daniel Roher,StarsAlexei NavalnyYulia NavalnayaDasha Navalnaya,63,142 82
Worst Roommate Ever,,2022,TV Mini SeriesTV-MATV-MA3h 56m,7.1/10,7.1K,"2,309",DocumentaryCrimeDrama,"When Alex Miller let Jed Creek rent her room via Craigslist, she had no idea that he was a notorious serial squatter, and that he would use his knowledge of tenancy laws to slowly kick her out of her own home.",Alex Miller,StarsAlex MillerSusan MillerArleen Hairbaedian,,
Bad Vegan: Fame. Fraud. Fugitives.,,2022,TV Mini SeriesTV-MATV-MA3h 29m,5.8/10,6.3K,"2,373",DocumentaryCrime,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",Sarma Melngailis,StarsSarma MelngailisAllen SalkinIlze Melngailis,,
Conversations with a Killer: The John Wayne Gacy Tapes,,2022,TV Mini SeriesTV-MATV-MA3h 3m,7.1/10,6.6K,"2,385",DocumentaryBiographyCrime,Never-before-heard audio from the interrogation of serial killer John Wayne Gacy threads through this chilling look at his 1970s murder spree.,Sam Amirante,StarsSam AmiranteGreg BedoeRafael Tovar,,
The Invisible Pilot,,2022,TV Mini SeriesTV-MATV-MA2h 49m,6.2/10,801,"2,441",DocumentaryBiographyCrime,"Follows the story of a seemingly happy husband and father who unexpectedly jumped off a bridge in 1977, and years later it's found that there might had been hypnosis, secret identities and a dangerous double life and law-breaking involved.",Konstantin Podprugin,StarsKonstantin PodpruginRay BufferGalen Trine,,
Chernobyl: The Lost Tapes,,2022,1h 36m,8.1/10,862,,DocumentaryHistory,Newly-discovered archive footage and witness accounts to lay bare the tragedy and heroic efforts made to prevent another explosion.,James Jones,,,
Gladbeck: The Hostage Crisis,,2022,TV-MATV-MA1h 31m,7.5/10,1.7K,,DocumentaryCrime,"In August 1988, two armed bank robbers keep German and Dutch police at bay for 54 hours during a hostage-taking drama that ends badly.",Volker Heise,StarsDieter Degowski(archive footage)Hans-Jürgen Rösner(archive footage),,
Meltdown: Three Mile Island,,2022,TV Mini SeriesTV-14TV-142h 52m,6.9/10,3.4K,"2,731",DocumentaryHistory,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",Rick Parks,StarsRick ParksNicole RemsburgJoyce Corradi,,
Leave No Trace,,2022,1h 48m,7.2/10,90,,Documentary,"The Boy Scouts Of America reached a $2.7 billion agreement over sex abuse claims, the largest such settlement in history.",Irene Taylor,,,
The Janes,,2022,1h 41m,7.2/10,712,,Documentary,"Police arrested seven women who were part of a clandestine network. Using code names, blindfolds and safe houses, they built an underground service for women seeking safe, affordable, illegal abortions calling themselves JANE.",Tia Lessin,DirectorsTia LessinEmma Pildes,12,22 83
Theodore Roosevelt,,2022,TV Mini SeriesTV-14TV-141h 46m,8.3/10,190,"2,811",DocumentaryBiographyHistory,Two-part series on U.S. President Theodore Roosevelt looking at his work as a progressive reformer as well as his contradictions such as being a passionate conservationist who also hunted animals.,Rufus Jones,StarsRufus JonesMarco MintakaGreg Kriek,,
Xa Ngoài Kia Nơi Loài Tôm Hát,Where the Crawdads Sing,2022,C16C162h 5m,7.1/10,2.8K,7,DramaMysteryThriller,A woman who raised herself in the marshes of the deep South becomes a suspect in the murder of a man she was once involved with.,Olivia Newman,WritersDelia Owens(based upon the novel by)Lucy Alibar(screenplay by)StarsDaisy Edgar-JonesTaylor John SmithHarris Dickinson,99,60 44
Persuasion,,2022,PGPG1h 47m,5.6/10,9.3K,14,DramaRomance,"Eight years after Anne Elliot was persuaded not to marry a dashing man of humble origins, they meet again. Will she seize her second chance at true love?",Carrie Cracknell,"WritersRon Bass(screenplay by)Alice Victoria Winslow(screenplay by)Jane Austen(based on the novel ""Persuasion"" written by)StarsRichard E. GrantHenry GoldingBen Bailey Smith",445,68 43
Amsterdam,,2022,,,,17,DramaHistory,"Set in the '30s, it follows three friends who witness a murder, become suspects themselves, and uncover one of the most outrageous plots in American history.",David O. Russell,WriterDavid O. RussellStarsChristian BaleAnya Taylor-JoyMargot Robbie,,
Crimes of the Future,,2022,RR1h 47m,5.9/10,14K,55,DramaHorrorSci-Fi,"Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances.",David Cronenberg,WriterDavid CronenbergStarsViggo MortensenLéa SeydouxKristen Stewart,233,158 65
Men,,2022,RR1h 40m,6.1/10,21K,57,DramaFantasyHorror,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,Alex Garland,WriterAlex GarlandStarsJessie BuckleyRory KinnearPaapa Essiedu,389,171 65
Les liaisons dangereuses,,2022,TV-MATV-MA1h 49m,3.9/10,940,65,DramaRomance,"Book smart Célène falls for bad boy Tristan at her new Biarritz high school, unaware she's part of a cruel bet he's made with social media queen Vanessa.",Rachel Suissa,WritersSlimane-Baptiste Berhoun(collaborating writer)Choderlos de Laclos(novel)Rachel Suissa(screenplay)StarsNicolas BernoElsa DuchezAymeric Fougeron,,
Watcher,,2022,RR1h 31m,6.3/10,9.9K,71,DramaHorrorThriller,"A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from the apartment building across the street may be a local serial killer decapitating women.",Chloe Okuno,WritersZack Ford(based on the screenplay by)Chloe Okuno(written for the screen by)StarsMaika MonroeKarl GlusmanBurn Gorman,154,96 70
Tu Viện Downton: Kỷ Nguyên Mới,Downton Abbey: A New Era,2022,PGPG2h 4m,7.5/10,15K,82,DramaRomance,The Crawley family goes on a grand journey to the South of France to uncover the mystery of the dowager countess's newly inherited villa.,Simon Curtis,WriterJulian Fellowes(screenplay by)StarsHugh BonnevilleJim CarterMichelle Dockery,203,117 63
Don't Make Me Go,,2022,RR1h 49m,6.4/10,951,83,Drama,"When a single father to a teenage daughter learns that he has a fatal brain tumor, he takes her on a road trip to find the mother who abandoned her years before and to try to teach her everything she might need over the rest of her life.",Hannah Marks,WriterVera HerbertStarsJohn ChoMia IsaacKaya Scodelario,25,43 54
How to Please a Woman,,2022,1h 47m,6.1/10,415,122,Drama,"When her all-male house-cleaning business gets out of control, a mature woman must embrace her own sexuality, if she is to make a new life for herself.",Renée Webster,WriterRenée WebsterStarsSally PhillipsCaroline BrazierErik Thomson,13,20 46
Vùng Nước Biển Sâu,Deep Water,2022,RR1h 55m,5.4/10,40K,128,DramaMysteryThriller,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,Adrian Lyne,WritersZach Helm(screenplay by)Sam Levinson(screenplay by)Patricia Highsmith(based upon the novel by)StarsBen AffleckAna de ArmasTracy Letts,572,166 53
Terror on the Prairie,,2022,TV-MATV-MA1h 47m,5.8/10,4.3K,135,DramaThrillerWestern,"On the Montana plains, a frontier woman must protect herself against a ruthless gang of outlaws hell-bent on revenge.",Michael Polish,WriterJosiah NelsonStarsGina CaranoNick SearcyDonald Cerrone,,
Lời Khai Chấn Động,She Said,2022,,,,181,Drama,New York Times reporters Megan Twohey and Jodi Kantor break one of the most important stories in a generation — a story that helped launch the #MeToo movement and shattered decades of silence around the subject of sexual assault in Hollywood.,Maria Schrader,WritersJodi Kantor(based on book by)Rebecca LenkiewiczMegan Twohey(based on book by)StarsTom PelphreyCarey MulliganSamantha Morton,,
Zombies 3,,2022,TV-GTV-G1h 28m,5.3/10,1K,29,FamilyMusicalRomance,"Zed anticipates an athletic scholarship while Addison is gearing up for Seabrook's international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, causing more than friendly competition.",Paul Hoen,WritersDavid LightJoseph RasoStarsMeg DonnellyMilo ManheimTerry Hu,,
Secret Headquarters,,2022,PGPG,,,778,ActionAdventureComedy,"Young Charlie Kincaid, who discovers a secret headquarters under his home that seems to belong to a superhero. He shares it with his friends, and they start to believe that his estranged father might have a secret double life.",Henry Joost,DirectorsHenry JoostAriel SchulmanWritersJosh Koenigsberg(screen writer)Henry Joost(screen writer)Ariel Schulman(screen writer)StarsOwen WilsonMichael PeñaWalker Scobell,,
Wonka,,2023,,,,986,AdventureComedyFamily,The story will focus specifically on a young Willy Wonka and how he met the Oompa-Loompas on one of his earliest adventures.,Paul King,WritersSimon FarnabyRoald Dahl(based on characters created by)Paul King(Writer)StarsTimothée ChalametOlivia ColmanRowan Atkinson,,
Cậu Bé Người Gỗ,Pinocchio,2022,PGPG,,,"1,004",AdventureComedyDrama,A live-action adaptation of Disney's 'Pinocchio'.,Robert Zemeckis,WritersCarlo Collodi(from the story by)Simon Farnaby(screenplay)Chris Weitz(screenplay)StarsTom HanksLorraine Bracco(voice)Joseph Gordon-Levitt(voice),,
Disney's Snow White,,2023,,,,"1,338",AdventureDramaFamily,Live-action adaptation of the 1937 Disney animated film 'Snow White and the Seven Dwarfs'.,Marc Webb,WritersDorothy Ann Blank(1937 film adaptation)Richard Creedon(1937 film adaptation)Merrill De Maris(1937 film adaptation)StarsGal GadotRachel ZeglerAndrew Burnap,,
The King's Daughter,,2022,PGPG1h 30m,5.1/10,3.6K,"1,559",ActionAdventureFamily,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",Sean McNamara,WritersBarry Berman(screenplay by)James Schamus(screenplay by)Vonda N. McIntyre(based on the novel 'The Moon and the Sun' by)StarsPierce BrosnanKaya ScodelarioWilliam Hurt,70,39 31
The Flash,,2023,,,,555,ActionAdventureFantasy,"The plot is unknown. Feature film based on the comic book superhero, The Flash.",Andy Muschietti,WritersChristina Hodson(screenplay)Joby Harold(story by)StarsBen AffleckEzra MillerMichael Keaton,,
Three Thousand Years of Longing,,2022,RR1h 48m,5.7/10,465,701,DramaFantasyRomance,"A lonely scholar, on a trip to Istanbul, discovers a Djinn who offers her three wishes in exchange for his freedom.",George Miller,"WritersGeorge MillerAugusta GoreA.S. Byatt(based upon the short story ""The Djinn in the Nightingale's Eye"" by)StarsTilda SwintonIdris ElbaPia Thunderbolt",,
Aquaman và Vương Quốc Thất Lạc,Aquaman and the Lost Kingdom,2023,,,,728,ActionAdventureFantasy,Plot unknown. Sequel to the 2018 film 'Aquaman.',James Wan,WritersDavid Leslie Johnson-McGoldrick(screenplay)Paul Norris(Aquaman created by)Mort Weisinger(Aquaman created by)StarsAmber HeardNicole KidmanJason Momoa,,
Jaadugar,,2022,TV-14TV-142h 47m,7.1/10,3.3K,889,ComedyDramaFantasy,"Magic Meenu, a small-time magician in Neemuch, M.P., has to win a local football tournament in order to marry the girl he loves.",Sameer Saxena,WriterBiswapati SarkarStarsJitendra KumarArushi SharmaJaaved Jaaferi,,
Samrat Prithviraj,,2022,2h 15m,6.8/10,50K,458,ActionDramaHistory,A fearless warrior. An epic love story. Witness the grand saga of Samrat Prithviraj Chauhan.,Chandra Prakash Dwivedi,WriterChandra Prakash DwivediStarsAkshay KumarSanjay DuttManushi Chhillar,,
Kira & El Gin,,2022,Not RatedNot Rated2h 55m,8.1/10,1.4K,690,ActionDramaHistory,Two men team up to fight against British occupation in Egypt during the 1919 revolution.,Marwan Hamed,WriterAhmed Mourad(based on the novel by/writer)StarsKarim Abdel AzizAhmed EzzHind Sabri,,
Against the Ice,,2022,TV-MATV-MA1h 42m,6.5/10,20K,"1,920",AdventureDramaHistory,"In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland.",Peter Flinth,WritersNikolaj Coster-Waldau(screenplay)Joe Derrick(screenplay)Ejnar Mikkelsen(novel)StarsNikolaj Coster-WaldauJoe ColeHeida Reed,135,65 49
Ponniyin Selvan: Part One,,2022,,,,"3,130",DramaFamilyFantasy,An adaptation of a historical novel by Kalki Krishnamurthy.,Mani Ratnam,WritersMani Ratnam(screenplay)Jayamohan(screenplay)Kumaravel(screenplay)StarsVikramKarthiJayam Ravi,,
Mat Kilau,,2022,1h 57m,6.9/10,777,"3,541",ActionAdventureDrama,The film is inspired by the epic Malaysian historical figure Mat Kilau who had fought against the British colonists in Pahang before independence.,Syamsul Yusof,WritersShahruddin DaliSyamsul YusofStarsAdi PutraBeto KusyairyFattah Amin,,
Corsage,,2022,1h 53m,7.1/10,174,"3,798",BiographyDramaHistory,Empress Elizabeth of Austria is idolized for her beauty and renowned for inspiring fashion trends. In 1877 Christmas Empress turns 40 and is officially deemed an old woman she starts trying to maintain her public image.,Marie Kreutzer,WriterMarie KreutzerStarsColin MorganVicky KriepsFinnegan Oldfield,1User review,25 81
The Haunting of the Tower of London,,2022,1h 30m,6.3/10,1.1K,"3,996",HistoryHorror,"When the remains of two murdered Princes are discovered at the Tower of London, a troubled Priest must put his beliefs aside to befriend a mysterious prisoner, who has supernatural powers to communicate with the dead. Together they must solve the mystery of who murdered the Princes, as prisoners in the castle dungeon meet their bloody fates at the hands of the Princes... Read all",Charlie Steeds,WriterCharlie SteedsStarsRichard RowdenReece ConnollyTim Cartwright,,
The Nightingale,,2023,,,,"4,307",DramaHistoryWar,The lives of two sisters living in France are torn apart at the onset of World War II. Based on Kristin Hannah's novel 'The Nightingale'.,Mélanie Laurent,WritersKristin Hannah(novel)Dana Stevens(screenplay)StarsDakota FanningElle Fanning,,
Chú Nguyền,Incantation,2022,TV-MATV-MA1h 50m,6.2/10,4.7K,16,Horror,"Six years ago, Li Ronan was cursed after breaking a religious taboo. Now, she must protect her daughter from the consequences of her actions.",Kevin Ko,WritersChe-Wei ChangKevin KoStarsHsuan-yen TsaiMohamed ElgendyYing-Hsuan Kao,,
Không,Nope,2022,RR2h 10m,7.8/10,214,25,HorrorMysterySci-Fi,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,Jordan Peele,WriterJordan PeeleStarsDaniel KaluuyaKeke PalmerBrandon Perea,14,23 77
X,,2022,RR1h 45m,6.6/10,53K,39,HorrorThriller,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",Ti West,WriterTi WestStarsMia GothJenna OrtegaBrittany Snow,573,216 78
Tiếng Thét 5,Scream,2022,RR1h 54m,6.4/10,97K,120,HorrorMysteryThriller,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.",Matt Bettinelli-Olpin,DirectorsMatt Bettinelli-OlpinTyler GillettWritersJames VanderbiltGuy BusickKevin Williamson(based on the characters created by)StarsNeve CampbellCourteney CoxDavid Arquette,1.5K,314 60
Barbarian,,2022,RR1h 42m,,,289,HorrorThriller,A woman staying at an Airbnb discovers that the house she has rented is not what it seems.,Zach Cregger,WriterZach CreggerStarsGeorgina CampbellBill SkarsgårdJustin Long,,
Tiếng Thét 6,Scream 6,2023,,,,310,HorrorMysteryThriller,"In the next installment, the four survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.",Matt Bettinelli-Olpin,DirectorsMatt Bettinelli-OlpinTyler GillettWritersGuy BusickJames VanderbiltStarsJenna OrtegaSamara WeavingHayden Panettiere,,
Halloween Ends,,2022,,,,388,HorrorThriller,The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in this final installment of the franchise.,David Gordon Green,WritersChris BernierJohn Carpenter(based on characters created by)David Gordon GreenStarsJamie Lee CurtisWill PattonKyle Richards,,
Lời Mời Đến Địa Ngục,The Invitation,2022,,,,461,HorrorThriller,"A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot.",Jessica M. Thompson,WritersBlair ButlerJessica M. ThompsonStarsNathalie EmmanuelThomas DohertyStephanie Corneliussen,,
Người Khởi Lửa,Firestarter,2022,C18C181h 34m,4.6/10,12K,621,DramaHorrorSci-Fi,A young girl tries to understand how she mysteriously gained the power to set things on fire with her mind.,Keith Thomas,WritersStephen King(based on the novel by)Scott Teems(screenplay by)StarsZac EfronRyan Kiera ArmstrongSydney Lemmon,359,162 32
Jeepers Creepers: Reborn,,2022,1h 28m,,,775,HorrorMysteryThriller,"Forced to travel with her boyfriend, Laine, she begins to experience premonitions associated with the urban myth of The Creeper. Laine believes that something supernatural has been summoned - and that she is at the center of it all.",Timo Vuorensola,WritersSean-Michael ArgoVictor Salva(based on characters created by)StarsSydney CravenImran AdamsJarreau Benjamin,,
Salem's Lot,,2023,,,,813,HorrorThriller,A writer travels to a town where the people become vampires.,Gary Dauberman,WritersGary Dauberman(screenplay)Stephen King(based on the book by)StarsLewis PullmanPilou AsbækSpencer Treat Clark,,
The Reef: Stalked,,2022,1h 29m,4.5/10,106,841,HorrorThriller,"After her sister's murder, Nic, her younger sister and two friends seek solace through a Pacific island kayaking adventure. Hours into the trip the women are stalked by a shark and must band together, face their fears and save each other.",Andrew Traucki,WriterAndrew TrauckiStarsTeressa LianeAnn TruongKate Lister,,
Pahanhautoja,,2022,1h 26m,6.3/10,4.6K,908,Horror,"A young gymnast who tries desperately to please her demanding mother, discovers a strange egg. She hides it and keeps it warm, but when it hatches, what emerges shocks them all.",Hanna Bergholm,WritersHanna Bergholm(story by)Ilja RautsiStarsSiiri SolalinnaSophia HeikkiläJani Volanen,64,87 74
The Summoned,,2022,1h 26m,4.2/10,290,"1,032",HorrorThriller,Two high profile couples are forced to examine the cost of success when they're invited to an exclusive self-help retreat with a sinister side.,Mark Meir,WriterYuri BaranovskyStarsJ. Quinton JohnsonEmma FitzpatrickAngela Gulner,,
You Won't Be Alone,,2022,RR1h 48m,6.4/10,4.1K,"1,033",DramaHorror,"In an isolated mountain village in 19th century Macedonia, a young girl is kidnapped and then transformed into a witch by an ancient spirit.",Goran Stolevski,WriterGoran StolevskiStarsNoomi RapaceAlice EnglertAnamaria Marinca,74,79 79
Mồi Quỷ Dữ,Prey for the Devil,2022,PG-13PG-131h 33m,,,"1,102",HorrorThriller,A nun prepares to perform an exorcism and comes face to face with a demonic force with mysterious ties to her past.,Daniel Stamm,WritersRobert Zappia(screenplay by)Todd R. Jones(story by)Earl Richey Jones(story by)StarsVirginia MadsenJacqueline ByersColin Salmon,,
